key,date,value
yosivotto,1390176000000,0
yosivotto,1390176300000,0
yosivotto,1390176600000,0
yosivotto,1390176900000,0
yosivotto,1390177200000,0
yosivotto,1390177500000,0
yosivotto,1390177800000,0
yosivotto,1390178100000,0
yosivotto,1390178400000,0
yosivotto,1390178700000,0
yosivotto,1390179000000,1
yosivotto,1390179300000,0
yosivotto,1390179600000,0
yosivotto,1390179900000,5
yosivotto,1390180200000,4
yosivotto,1390180500000,12
yosivotto,1390180800000,12
yosivotto,1390181100000,12
yosivotto,1390181400000,8
yosivotto,1390181700000,16
yosivotto,1390182000000,11
yosivotto,1390182300000,24
yosivotto,1390182600000,10
yosivotto,1390182900000,20
yosivotto,1390183200000,11
yosivotto,1390183500000,16
yosivotto,1390183800000,11
yosivotto,1390184100000,31
yosivotto,1390184400000,11
yosivotto,1390184700000,11
yosivotto,1390185000000,11
yosivotto,1390185300000,7
yosivotto,1390185600000,5
yosivotto,1390185900000,14
yosivotto,1390186200000,6
yosivotto,1390186500000,6
yosivotto,1390186800000,7
yosivotto,1390187100000,2
yosivotto,1390187400000,0
yosivotto,1390187700000,3
yosivotto,1390188000000,4
yosivotto,1390188300000,4
yosivotto,1390188600000,7
yosivotto,1390188900000,14
yosivotto,1390189200000,5
yosivotto,1390189500000,4
yosivotto,1390189800000,1
yosivotto,1390190100000,1
yosivotto,1390190400000,0
yosivotto,1390190700000,2
yosivotto,1390191000000,0
yosivotto,1390191300000,1
yosivotto,1390191600000,0
yosivotto,1390191900000,1
yosivotto,1390192200000,0
ottopresidente,1390176000000,0
ottopresidente,1390176300000,0
ottopresidente,1390176600000,0
ottopresidente,1390176900000,0
ottopresidente,1390177200000,0
ottopresidente,1390177500000,0
ottopresidente,1390177800000,0
ottopresidente,1390178100000,0
ottopresidente,1390178400000,0
ottopresidente,1390178700000,0
ottopresidente,1390179000000,0
ottopresidente,1390179300000,0
ottopresidente,1390179600000,0
ottopresidente,1390179900000,9
ottopresidente,1390180200000,8
ottopresidente,1390180500000,13
ottopresidente,1390180800000,21
ottopresidente,1390181100000,12
ottopresidente,1390181400000,9
ottopresidente,1390181700000,13
ottopresidente,1390182000000,16
ottopresidente,1390182300000,14
ottopresidente,1390182600000,3
ottopresidente,1390182900000,9
ottopresidente,1390183200000,7
ottopresidente,1390183500000,23
ottopresidente,1390183800000,19
ottopresidente,1390184100000,16
ottopresidente,1390184400000,5
ottopresidente,1390184700000,5
ottopresidente,1390185000000,3
ottopresidente,1390185300000,6
ottopresidente,1390185600000,2
ottopresidente,1390185900000,1
ottopresidente,1390186200000,1
ottopresidente,1390186500000,3
ottopresidente,1390186800000,2
ottopresidente,1390187100000,5
ottopresidente,1390187400000,1
ottopresidente,1390187700000,4
ottopresidente,1390188000000,4
ottopresidente,1390188300000,2
ottopresidente,1390188600000,5
ottopresidente,1390188900000,4
ottopresidente,1390189200000,2
ottopresidente,1390189500000,3
ottopresidente,1390189800000,0
ottopresidente,1390190100000,1
ottopresidente,1390190400000,0
ottopresidente,1390190700000,0
ottopresidente,1390191000000,0
ottopresidente,1390191300000,1
ottopresidente,1390191600000,0
ottopresidente,1390191900000,0
ottopresidente,1390192200000,0
ottoguevara,1390176000000,0
ottoguevara,1390176300000,0
ottoguevara,1390176600000,0
ottoguevara,1390176900000,0
ottoguevara,1390177200000,0
ottoguevara,1390177500000,0
ottoguevara,1390177800000,0
ottoguevara,1390178100000,0
ottoguevara,1390178400000,0
ottoguevara,1390178700000,0
ottoguevara,1390179000000,0
ottoguevara,1390179300000,0
ottoguevara,1390179600000,0
ottoguevara,1390179900000,2
ottoguevara,1390180200000,5
ottoguevara,1390180500000,2
ottoguevara,1390180800000,1
ottoguevara,1390181100000,9
ottoguevara,1390181400000,2
ottoguevara,1390181700000,12
ottoguevara,1390182000000,17
ottoguevara,1390182300000,9
ottoguevara,1390182600000,7
ottoguevara,1390182900000,5
ottoguevara,1390183200000,4
ottoguevara,1390183500000,8
ottoguevara,1390183800000,4
ottoguevara,1390184100000,17
ottoguevara,1390184400000,22
ottoguevara,1390184700000,11
ottoguevara,1390185000000,2
ottoguevara,1390185300000,3
ottoguevara,1390185600000,1
ottoguevara,1390185900000,25
ottoguevara,1390186200000,14
ottoguevara,1390186500000,10
ottoguevara,1390186800000,2
ottoguevara,1390187100000,4
ottoguevara,1390187400000,3
ottoguevara,1390187700000,4
ottoguevara,1390188000000,0
ottoguevara,1390188300000,1
ottoguevara,1390188600000,10
ottoguevara,1390188900000,2
ottoguevara,1390189200000,1
ottoguevara,1390189500000,0
ottoguevara,1390189800000,0
ottoguevara,1390190100000,0
ottoguevara,1390190400000,1
ottoguevara,1390190700000,0
ottoguevara,1390191000000,0
ottoguevara,1390191300000,0
ottoguevara,1390191600000,0
ottoguevara,1390191900000,0
ottoguevara,1390192200000,0
yaeshora,1390176000000,0
yaeshora,1390176300000,0
yaeshora,1390176600000,0
yaeshora,1390176900000,0
yaeshora,1390177200000,0
yaeshora,1390177500000,0
yaeshora,1390177800000,0
yaeshora,1390178100000,0
yaeshora,1390178400000,1
yaeshora,1390178700000,0
yaeshora,1390179000000,0
yaeshora,1390179300000,2
yaeshora,1390179600000,6
yaeshora,1390179900000,3
yaeshora,1390180200000,5
yaeshora,1390180500000,9
yaeshora,1390180800000,2
yaeshora,1390181100000,2
yaeshora,1390181400000,2
yaeshora,1390181700000,2
yaeshora,1390182000000,4
yaeshora,1390182300000,6
yaeshora,1390182600000,0
yaeshora,1390182900000,6
yaeshora,1390183200000,2
yaeshora,1390183500000,6
yaeshora,1390183800000,3
yaeshora,1390184100000,5
yaeshora,1390184400000,3
yaeshora,1390184700000,1
yaeshora,1390185000000,1
yaeshora,1390185300000,3
yaeshora,1390185600000,0
yaeshora,1390185900000,1
