key,date,value
pizapresidente,1390176000000,0
pizapresidente,1390176300000,0
pizapresidente,1390176600000,0
pizapresidente,1390176900000,0
pizapresidente,1390177200000,0
pizapresidente,1390177500000,0
pizapresidente,1390177800000,0
pizapresidente,1390178100000,1
pizapresidente,1390178400000,0
pizapresidente,1390178700000,0
pizapresidente,1390179000000,1
pizapresidente,1390179300000,1
pizapresidente,1390179600000,5
pizapresidente,1390179900000,1
pizapresidente,1390180200000,16
pizapresidente,1390180500000,7
pizapresidente,1390180800000,6
pizapresidente,1390181100000,0
pizapresidente,1390181400000,6
pizapresidente,1390181700000,17
pizapresidente,1390182000000,25
pizapresidente,1390182300000,17
pizapresidente,1390182600000,21
pizapresidente,1390182900000,4
pizapresidente,1390183200000,31
pizapresidente,1390183500000,18
pizapresidente,1390183800000,2
pizapresidente,1390184100000,6
pizapresidente,1390184400000,25
pizapresidente,1390184700000,23
pizapresidente,1390185000000,41
pizapresidente,1390185300000,23
pizapresidente,1390185600000,17
pizapresidente,1390185900000,12
pizapresidente,1390186200000,5
pizapresidente,1390186500000,35
pizapresidente,1390186800000,24
pizapresidente,1390187100000,7
pizapresidente,1390187400000,4
pizapresidente,1390187700000,25
pizapresidente,1390188000000,34
pizapresidente,1390188300000,50
pizapresidente,1390188600000,38
pizapresidente,1390188900000,13
pizapresidente,1390189200000,10
pizapresidente,1390189500000,7
pizapresidente,1390189800000,4
pizapresidente,1390190100000,2
pizapresidente,1390190400000,9
pizapresidente,1390190700000,3
pizapresidente,1390191000000,1
pizapresidente,1390191300000,3
pizapresidente,1390191600000,5
pizapresidente,1390191900000,5
pizapresidente,1390192200000,4
pizapresidente,1390192500000,3
pizapresidente,1390192800000,0
pizapresidente,1390193100000,1
pizapresidente,1390193400000,2
pizapresidente,1390193700000,3
pizapresidente,1390194000000,1
piza,1390176000000,0
piza,1390176300000,0
piza,1390176600000,0
piza,1390176900000,0
piza,1390177200000,0
piza,1390177500000,0
piza,1390177800000,0
piza,1390178100000,0
piza,1390178400000,0
piza,1390178700000,1
piza,1390179000000,0
piza,1390179300000,1
piza,1390179600000,0
piza,1390179900000,0
piza,1390180200000,3
piza,1390180500000,0
piza,1390180800000,2
piza,1390181100000,3
piza,1390181400000,13
piza,1390181700000,3
piza,1390182000000,9
piza,1390182300000,7
piza,1390182600000,3
piza,1390182900000,3
piza,1390183200000,0
piza,1390183500000,1
piza,1390183800000,3
piza,1390184100000,11
piza,1390184400000,6
piza,1390184700000,8
piza,1390185000000,1
piza,1390185300000,4
piza,1390185600000,0
piza,1390185900000,3
piza,1390186200000,13
piza,1390186500000,5
piza,1390186800000,0
piza,1390187100000,0
piza,1390187400000,0
piza,1390187700000,10
piza,1390188000000,6
piza,1390188300000,6
piza,1390188600000,0
piza,1390188900000,0
piza,1390189200000,1
piza,1390189500000,0
piza,1390189800000,0
piza,1390190100000,0
piza,1390190400000,0
piza,1390190700000,3
piza,1390191000000,0
piza,1390191300000,0
piza,1390191600000,1
piza,1390191900000,0
piza,1390192200000,0
piza,1390192500000,0
piza,1390192800000,0
piza,1390193100000,0
piza,1390193400000,0
piza,1390193700000,0
piza,1390194000000,0
unpresidenteserio,1390176000000,0
unpresidenteserio,1390176300000,0
unpresidenteserio,1390176600000,0
unpresidenteserio,1390176900000,0
unpresidenteserio,1390177200000,0
unpresidenteserio,1390177500000,0
unpresidenteserio,1390177800000,0
unpresidenteserio,1390178100000,0
unpresidenteserio,1390178400000,0
unpresidenteserio,1390178700000,0
unpresidenteserio,1390179000000,0
unpresidenteserio,1390179300000,0
unpresidenteserio,1390179600000,0
unpresidenteserio,1390179900000,0
unpresidenteserio,1390180200000,4
unpresidenteserio,1390180500000,0
unpresidenteserio,1390180800000,0
unpresidenteserio,1390181100000,0
unpresidenteserio,1390181400000,0
unpresidenteserio,1390181700000,0
unpresidenteserio,1390182000000,1
unpresidenteserio,1390182300000,0
unpresidenteserio,1390182600000,1
unpresidenteserio,1390182900000,0
unpresidenteserio,1390183200000,0
unpresidenteserio,1390183500000,0
unpresidenteserio,1390183800000,0
unpresidenteserio,1390184100000,1
unpresidenteserio,1390184400000,7
unpresidenteserio,1390184700000,2
unpresidenteserio,1390185000000,8
unpresidenteserio,1390185300000,3
unpresidenteserio,1390185600000,2
unpresidenteserio,1390185900000,4
unpresidenteserio,1390186200000,2
unpresidenteserio,1390186500000,4
unpresidenteserio,1390186800000,3
unpresidenteserio,1390187100000,3
unpresidenteserio,1390187400000,3
unpresidenteserio,1390187700000,4
unpresidenteserio,1390188000000,4
unpresidenteserio,1390188300000,1
unpresidenteserio,1390188600000,1
unpresidenteserio,1390188900000,0
unpresidenteserio,1390189200000,0
unpresidenteserio,1390189500000,0
unpresidenteserio,1390189800000,0
unpresidenteserio,1390190100000,0
unpresidenteserio,1390190400000,0
unpresidenteserio,1390190700000,1
unpresidenteserio,1390191000000,0
unpresidenteserio,1390191300000,1
unpresidenteserio,1390191600000,1
unpresidenteserio,1390191900000,0
unpresidenteserio,1390192200000,0
unpresidenteserio,1390192500000,0
unpresidenteserio,1390192800000,0
unpresidenteserio,1390193100000,0
unpresidenteserio,1390193400000,0
unpresidenteserio,1390193700000,0
unpresidenteserio,1390194000000,0
paragobernarenserio,1390176000000,0
paragobernarenserio,1390176300000,0
paragobernarenserio,1390176600000,0
paragobernarenserio,1390176900000,0
paragobernarenserio,1390177200000,0
paragobernarenserio,1390177500000,0
paragobernarenserio,1390177800000,0
paragobernarenserio,1390178100000,0
paragobernarenserio,1390178400000,0
paragobernarenserio,1390178700000,0
paragobernarenserio,1390179000000,0
paragobernarenserio,1390179300000,0
paragobernarenserio,1390179600000,0
paragobernarenserio,1390179900000,0
paragobernarenserio,1390180200000,3
paragobernarenserio,1390180500000,0
paragobernarenserio,1390180800000,0
paragobernarenserio,1390181100000,0
paragobernarenserio,1390181400000,1
paragobernarenserio,1390181700000,0
paragobernarenserio,1390182000000,1
paragobernarenserio,1390182300000,0
paragobernarenserio,1390182600000,1
paragobernarenserio,1390182900000,0
paragobernarenserio,1390183200000,0
paragobernarenserio,1390183500000,0
paragobernarenserio,1390183800000,0
paragobernarenserio,1390184100000,1
paragobernarenserio,1390184400000,6
paragobernarenserio,1390184700000,2
paragobernarenserio,1390185000000,8
paragobernarenserio,1390185300000,4
paragobernarenserio,1390185600000,2
paragobernarenserio,1390185900000,4
paragobernarenserio,1390186200000,2
paragobernarenserio,1390186500000,4
paragobernarenserio,1390186800000,3
paragobernarenserio,1390187100000,3
paragobernarenserio,1390187400000,2
paragobernarenserio,1390187700000,3
paragobernarenserio,1390188000000,1
paragobernarenserio,1390188300000,2
paragobernarenserio,1390188600000,1
paragobernarenserio,1390188900000,0
paragobernarenserio,1390189200000,0
paragobernarenserio,1390189500000,0
paragobernarenserio,1390189800000,0
paragobernarenserio,1390190100000,0
paragobernarenserio,1390190400000,0
paragobernarenserio,1390190700000,1
paragobernarenserio,1390191000000,0
paragobernarenserio,1390191300000,1
paragobernarenserio,1390191600000,0
paragobernarenserio,1390191900000,0
paragobernarenserio,1390192200000,0
paragobernarenserio,1390192500000,0
paragobernarenserio,1390192800000,0
paragobernarenserio,1390193100000,0
paragobernarenserio,1390193400000,0
paragobernarenserio,1390193700000,0
paragobernarenserio,1390194000000,0
losdichosdepiza,1390176000000,0
losdichosdepiza,1390176300000,0
losdichosdepiza,1390176600000,0
losdichosdepiza,1390176900000,0
losdichosdepiza,1390177200000,0
losdichosdepiza,1390177500000,0
losdichosdepiza,1390177800000,0
losdichosdepiza,1390178100000,0
losdichosdepiza,1390178400000,0
losdichosdepiza,1390178700000,0
losdichosdepiza,1390179000000,0
losdichosdepiza,1390179300000,0
losdichosdepiza,1390179600000,0
losdichosdepiza,1390179900000,0
losdichosdepiza,1390180200000,0
losdichosdepiza,1390180500000,0
losdichosdepiza,1390180800000,0
losdichosdepiza,1390181100000,0
losdichosdepiza,1390181400000,1
losdichosdepiza,1390181700000,0
losdichosdepiza,1390182000000,0
losdichosdepiza,1390182300000,0
losdichosdepiza,1390182600000,0
losdichosdepiza,1390182900000,0
losdichosdepiza,1390183200000,0
losdichosdepiza,1390183500000,0
losdichosdepiza,1390183800000,0
losdichosdepiza,1390184100000,0
losdichosdepiza,1390184400000,2
losdichosdepiza,1390184700000,0
losdichosdepiza,1390185000000,2
losdichosdepiza,1390185300000,1
losdichosdepiza,1390185600000,0
losdichosdepiza,1390185900000,0
losdichosdepiza,1390186200000,0
losdichosdepiza,1390186500000,1
losdichosdepiza,1390186800000,0
losdichosdepiza,1390187100000,0
